Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Canceled Rides by Customer,Reason for Canceling by Customer,Canceled Rides by Driver,Reason for Canceling by Driver,Incomplete Rides,Incomplete Rides Reason,Ride Distance,Driver Ratings,Customer Rating,Booking Value
2025-02-25,18:14:00,CNR3993665712,Success,CUST48840,Auto,KR Puram,Marathahalli,9.06274257137384,16.0806433799945,0,,0,,0,,17.7207792618507,4,4.6,127
2025-02-02,19:21:00,CNR5593901365,Driver Canceled,CUST44755,eBike,Kaggadasapura,Basaveshwaranagar,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-27,04:25:00,CNR3868483298,Driver Canceled,CUST45110,Mini,Ulsoor,BTM Layout,,,0,,1,Customer was coughing/sick,0,,,,,
2025-02-06,15:22:00,CNR6755007227,Success,CUST21386,Bike,Marathahalli,MG Road,10.9679615530897,5.10459369797739,0,,0,,0,,27.8401166741901,4.8,4.7,362
2025-02-13,10:32:00,CNR6193791037,Success,CUST20558,Bike,BTM Layout,Richmond Town,5.7681432754252,5.09189795219799,0,,0,,0,,6.37088095031036,3.7,4.9,454
2025-02-03,22:11:00,CNR2931609897,Success,CUST79641,Auto,CV Raman Nagar,Kalyan Nagar,5.02438009489286,5.58029422538849,0,,0,,0,,13.9600073100279,3.4,3.7,279
2025-02-20,18:55:00,CNR3057339190,Success,CUST39487,Mini,Bommanahalli,Mahadevapura,7.82584093332833,16.4825580065477,0,,0,,0,,7.11937307206936,4.9,3.6,1814
2025-02-09,01:23:00,CNR5594161958,Success,CUST45366,Auto,Girinagar,Brookefield,12.0487213374386,16.6997022391855,0,,0,,0,,22.3459487078625,3.2,3.3,181
2025-02-27,01:34:00,CNR8892238909,Success,CUST90515,Auto,Kammanahalli,HSR Layout,10.2745576240982,14.5452584981076,0,,0,,0,,21.032667850015,4,4.8,1947
2025-02-26,02:39:00,CNR6123940923,Success,CUST28593,Auto,JP Nagar,Whitefield,3.35876286286991,13.3433879906929,0,,0,,0,,28.9279350567569,4.5,4.1,363
2025-02-28,22:23:00,CNR7009861364,Success,CUST86813,Mini,Sarjapur,Ramamurthy Nagar,7.70011204232671,4.66924229656915,0,,0,,0,,22.0542020793049,3.6,4.1,441
2025-02-05,05:41:00,CNR2747913204,Success,CUST91381,eBike,Bommanahalli,Bommanahalli,5.55157807793635,3.32554654730464,0,,0,,0,,21.7816361050841,3.1,4.3,602
2025-02-19,07:24:00,CNR2340026125,Success,CUST69024,Mini,JP Nagar,Hoodi,8.06469703833643,12.9660441866586,0,,0,,0,,15.506743869182,3,4.8,445
2025-02-14,05:32:00,CNR9072854568,Success,CUST85700,Auto,Ramamurthy Nagar,RT Nagar,14.1372538528399,10.465241209326,0,,0,,0,,18.9740304410602,4.8,3.4,1062
2025-02-26,08:37:00,CNR7328536784,Success,CUST26183,Prime SUV,Richmond Town,Vijayanagar,8.17730313995075,4.93106294922193,0,,0,,0,,5.25716538615837,4,4.8,429
2025-02-25,04:20:00,CNR7518659516,Success,CUST33525,Mini,MG Road,Kammanahalli,4.71698736333204,13.9273277326044,0,,0,,0,,5.55238063585149,4.6,4.8,1817
2025-02-09,09:53:00,CNR7719261261,Success,CUST56878,Prime Sedan,Domlur,Richmond Town,2.72518072126025,3.84801222993731,0,,0,,0,,26.227533050752,4.2,4.9,561
2025-02-26,06:29:00,CNR2635050007,Driver Canceled,CUST72760,Mini,Kammanahalli,Kanakapura Road,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-25,09:19:00,CNR7548047282,Customer Canceled,CUST27721,eBike,Bommanahalli,Nagavara,,,1,AC is not working,0,,0,,,,,
2025-02-14,09:50:00,CNR9748178133,Incomplete,CUST25688,Prime SUV,Basavanagudi,RT Nagar,,,0,,0,,1,Customer Demand,,,,
2025-02-12,22:58:00,CNR5134744905,Success,CUST69919,eBike,Shantinagar,Basaveshwaranagar,3.96430871376019,10.6182908232827,0,,0,,0,,8.85651154461138,4.3,4.9,444
2025-02-07,14:32:00,CNR4042457941,Success,CUST63678,eBike,Marathahalli,MG Road,12.1605025326231,10.3381126618856,0,,0,,0,,20.4609943921667,3.2,3.5,483
2025-02-17,08:59:00,CNR3778546247,Success,CUST11784,Prime Plus,Ramamurthy Nagar,Indiranagar,8.86097555262369,19.5406214803339,0,,0,,0,,4.27377632404494,3.8,3.2,655
2025-02-18,12:14:00,CNR1841414841,Success,CUST45019,Prime Sedan,Rajajinagar,MG Road,11.6643142714369,7.92512973179665,0,,0,,0,,15.7806821541886,4.1,4.3,360
2025-02-28,07:57:00,CNR4637370548,Customer Canceled,CUST24629,Mini,MG Road,Sadashivanagar,,,1,Change of plans,0,,0,,,,,
2025-02-08,19:48:00,CNR2353629663,Customer Canceled,CUST18285,eBike,Bagmane Tech Park,CV Raman Nagar,,,1,Change of plans,0,,0,,,,,
2025-02-12,10:49:00,CNR1495040382,Driver Canceled,CUST54969,Mini,Hoodi,Banashankari,,,0,,1,Customer related issue,0,,,,,
2025-02-20,14:34:00,CNR4052663414,Success,CUST19463,Prime Sedan,Rajajinagar,Hennur,3.15720312723809,5.13630537721596,0,,0,,0,,24.361014893013,3.7,4.5,231
2025-02-27,05:30:00,CNR9400647970,Success,CUST40381,Prime Plus,RT Nagar,Electronic City,9.5089697718501,18.8041329093512,0,,0,,0,,29.2561296078659,4.9,3.5,202
2025-02-15,04:31:00,CNR5354555534,Success,CUST81610,Prime Plus,Fraser Town,Malleshwaram,10.884171445775,3.07796715643009,0,,0,,0,,6.9639398702584,5,4,315
2025-02-01,10:00:00,CNR3096634898,Success,CUST99765,Prime Sedan,Shantinagar,Whitefield,2.70912490973151,5.58515193372654,0,,0,,0,,13.7517914941591,3.2,3.9,440
2025-02-21,12:20:00,CNR8379827247,Success,CUST64988,eBike,Hebbal,Basaveshwaranagar,12.6248038550341,2.55908108503227,0,,0,,0,,2.50735651059895,3.6,3.3,445
2025-02-04,02:37:00,CNR7456531425,Success,CUST90605,Auto,Shantinagar,Indiranagar,6.60849226134586,15.3794196114129,0,,0,,0,,25.6085496063031,4.1,3.5,239
2025-02-09,10:59:00,CNR3010095899,Success,CUST56785,Prime Sedan,Girinagar,Shantinagar,8.03858007648756,18.6571977522489,0,,0,,0,,3.20377391782625,3.6,3.9,382
2025-02-13,04:32:00,CNR9939546208,Success,CUST29377,Prime SUV,Kaggadasapura,Ramamurthy Nagar,5.81595497618854,18.0816614377715,0,,0,,0,,24.5231341135675,4.3,3.7,101
2025-02-13,14:06:00,CNR3402215922,Incomplete,CUST34725,Mini,Vijayanagar,Brookefield,,,0,,0,,1,Other Issue,,,,
2025-02-22,08:05:00,CNR2012979963,Driver Canceled,CUST76535,eBike,Kanakapura Road,MG Road,,,0,,1,Customer related issue,0,,,,,
2025-02-28,04:27:00,CNR7380283803,Driver Canceled,CUST57069,Prime Plus,Richmond Town,Ramamurthy Nagar,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-27,13:35:00,CNR6425343168,Success,CUST64462,Prime Plus,Bellandur,Bagmane Tech Park,4.76806440205228,7.34944160487565,0,,0,,0,,22.1090431939472,4,3.9,1170
2025-02-16,09:30:00,CNR1473096914,Success,CUST49707,Prime SUV,Marathahalli,Whitefield,5.23824706323528,2.47889648956126,0,,0,,0,,11.6560379617485,4.7,5,613
2025-02-28,19:26:00,CNR7252252151,Incomplete,CUST16525,eBike,Jakkur,Girinagar,,,0,,0,,1,Customer Demand,,,,
2025-02-01,14:20:00,CNR5768122743,Success,CUST32320,eBike,Brookefield,Fraser Town,12.6157040824549,11.5670704993992,0,,0,,0,,14.857289212008,4.2,4.8,902
2025-02-21,19:59:00,CNR8359601603,Success,CUST61337,Auto,Basavanagudi,Indiranagar,5.91225544620699,5.49858045066158,0,,0,,0,,10.0278144289223,3.6,4.8,1795
2025-02-25,08:21:00,CNR5583884712,Success,CUST61074,Prime Plus,Kammanahalli,Basaveshwaranagar,14.8059998364943,4.04698998228182,0,,0,,0,,18.2616130364469,3.9,3.6,217
2025-02-10,11:29:00,CNR2213613014,Success,CUST76412,Prime Sedan,Banashankari,Jakkur,10.0931510504103,7.12777466848562,0,,0,,0,,17.3658420701376,4.8,3.7,918
2025-02-24,07:00:00,CNR8039078358,Success,CUST65650,Prime SUV,Domlur,JP Nagar,13.2031391207857,3.36310854273615,0,,0,,0,,14.8470942660134,3.2,4.9,443
2025-02-28,07:28:00,CNR8869280030,Success,CUST19734,Auto,KR Puram,Kaggadasapura,14.198400076896,11.4443095009861,0,,0,,0,,17.067123706103,3.4,3.3,1971
2025-02-21,10:01:00,CNR3270852545,Driver Canceled,CUST19732,Prime Sedan,Vijayanagar,Varthur,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-16,00:56:00,CNR7816406198,Success,CUST35894,Prime SUV,Arekere,Brookefield,6.29230255113041,3.31930963648475,0,,0,,0,,27.3706542125262,3.7,4.7,307
2025-02-02,03:02:00,CNR8875332169,Driver Canceled,CUST19562,Prime Plus,Richmond Town,Domlur,,,0,,1,Customer was coughing/sick,0,,,,,
2025-02-14,15:50:00,CNR5324243151,Success,CUST14454,Auto,Bellandur,Malleshwaram,4.10587199851057,4.5338831484905,0,,0,,0,,26.5055788454405,3.1,3.2,481
2025-02-24,05:41:00,CNR6455529581,Customer Canceled,CUST19317,Bike,Kanakapura Road,Kalyan Nagar,,,1,Wrong Address,0,,0,,,,,
2025-02-21,10:57:00,CNR4100129002,Driver Canceled,CUST35154,eBike,Ulsoor,Kanakapura Road,,,0,,1,Customer related issue,0,,,,,
2025-02-28,07:33:00,CNR1894464011,Success,CUST96243,Auto,Kaggadasapura,Kanakapura Road,10.1623070556511,9.34028798952032,0,,0,,0,,3.64268712613391,3.4,4.1,320
2025-02-23,09:21:00,CNR7536163804,Success,CUST70503,Auto,Vidyaranyapura,RT Nagar,13.8698318898227,4.50633302263686,0,,0,,0,,10.4981462617449,4,4.9,1489
2025-02-10,16:35:00,CNR7604716565,Success,CUST16704,Prime Plus,Chikbanavara,Sadashivanagar,9.50427761186277,10.6746938242998,0,,0,,0,,5.71802852292147,3.1,3.1,229
2025-02-12,21:59:00,CNR6207954724,Driver Canceled,CUST77191,eBike,Benson Town,Girinagar,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-04,12:50:00,CNR6838089986,Success,CUST61356,Prime Sedan,Koramangala,Nagavara,9.1571189615504,6.1789194697666,0,,0,,0,,2.91303377752912,4.2,3.7,304
2025-02-16,13:44:00,CNR1161893629,Incomplete,CUST48014,Bike,CV Raman Nagar,Brookefield,,,0,,0,,1,Other Issue,,,,
2025-02-22,06:44:00,CNR7914756725,Success,CUST75696,Prime Sedan,CV Raman Nagar,Hoodi,6.01635715684087,9.39813294349696,0,,0,,0,,9.57470714343608,3.3,3.4,1018
2025-02-20,10:38:00,CNR7643165960,Success,CUST44538,Prime Plus,Vijayanagar,Fraser Town,9.15452755002913,11.0360929825289,0,,0,,0,,23.833652984731,4.6,3.5,185
2025-02-28,12:56:00,CNR2161247429,Success,CUST21237,Auto,CV Raman Nagar,Bagmane Tech Park,9.34573591687576,12.6620461573263,0,,0,,0,,19.8655346956541,3.2,4.8,869
2025-02-11,05:33:00,CNR4385931354,Success,CUST15709,Prime Plus,Bommanahalli,Marathahalli,8.23265013457725,11.2500968035101,0,,0,,0,,18.2999811192073,4.3,3.4,177
2025-02-04,14:44:00,CNR3462684594,Success,CUST36706,Prime Sedan,Whitefield,Basavanagudi,5.57374397244389,12.2332722046619,0,,0,,0,,12.0350576253318,4.1,4.5,1695
2025-02-04,18:42:00,CNR6449462447,Success,CUST81178,Prime Plus,KR Puram,Hulimavu,11.3327330362293,7.38046434595638,0,,0,,0,,16.858432157441,4.4,3.6,194
2025-02-03,01:29:00,CNR1507972372,Success,CUST61309,Prime Sedan,Nagavara,Kalyan Nagar,12.2191213238664,15.2377486507935,0,,0,,0,,19.6084836993938,3.4,3.5,118
2025-02-19,09:10:00,CNR5109227950,Success,CUST23106,Prime Sedan,JP Nagar,Shantinagar,10.6544500360299,17.0436889795801,0,,0,,0,,4.00226173224806,3.3,4.1,400
2025-02-23,08:35:00,CNR1904950657,Success,CUST60553,Prime SUV,HSR Layout,Basavanagudi,2.57278074456296,19.2080957551615,0,,0,,0,,9.10875139304289,3.2,4,247
2025-02-27,04:30:00,CNR7081894470,Success,CUST96417,eBike,Basavanagudi,Domlur,7.76164018873942,2.53999868952749,0,,0,,0,,19.3940973011418,4.3,3.2,332
2025-02-26,00:45:00,CNR1140630338,Success,CUST74253,Auto,Sadashivanagar,BTM Layout,11.0419430078707,13.3537047257793,0,,0,,0,,23.423028409713,4,3.6,183
2025-02-10,03:51:00,CNR6120100323,Success,CUST48140,Auto,Sarjapur,Kalyan Nagar,7.22719562190907,3.3303312303948,0,,0,,0,,21.6524288317018,4.8,3.7,224
2025-02-27,11:34:00,CNR9240574287,Success,CUST58138,Prime Plus,Yelahanka,Jakkur,4.75141085892746,7.53753065325659,0,,0,,0,,3.52135162936497,4.7,4.9,153
2025-02-21,09:11:00,CNR5867709860,Driver Canceled,CUST74141,Mini,KR Puram,Whitefield,,,0,,1,Customer related issue,0,,,,,
2025-02-06,13:02:00,CNR6499645769,Driver Canceled,CUST52096,Auto,Bommanahalli,Sadashivanagar,,,0,,1,More than permitted people in there,0,,,,,
2025-02-18,13:56:00,CNR1946079509,Success,CUST83821,eBike,Mahadevapura,Jayanagar,6.18290333753025,3.3343302723451,0,,0,,0,,20.6362908702595,4.5,5,496
2025-02-26,15:51:00,CNR4757152678,Driver Canceled,CUST90460,eBike,RT Nagar,Banashankari,,,0,,1,Customer related issue,0,,,,,
2025-02-22,23:42:00,CNR6656531266,Success,CUST46396,eBike,CV Raman Nagar,Benson Town,14.399923675044,10.0369093710958,0,,0,,0,,15.3135994778403,4.2,4.2,293
2025-02-13,00:39:00,CNR5287487715,Success,CUST56613,Prime SUV,Indiranagar,Bommanahalli,2.30427737267469,18.8102217986012,0,,0,,0,,8.59671905729796,4,4.8,459
2025-02-23,02:02:00,CNR8043045466,Success,CUST41943,Prime Sedan,Yelahanka,Varthur,4.13898329849664,3.42458061909019,0,,0,,0,,21.942362481704,4.6,4,1918
2025-02-22,03:51:00,CNR9933138303,Success,CUST25117,Bike,Kammanahalli,Chikbanavara,11.2404053331564,8.18088013023642,0,,0,,0,,16.6295877397023,3.7,3.2,1454
2025-02-16,03:10:00,CNR7066926030,Incomplete,CUST45310,Prime SUV,Kanakapura Road,Vijayanagar,,,0,,0,,1,,,,,
2025-02-27,22:36:00,CNR5493083094,Success,CUST22152,eBike,Basaveshwaranagar,Sarjapur,2.38434599300475,5.8648229423253,0,,0,,0,,19.2969836966673,3.5,3.3,200
2025-02-24,14:01:00,CNR7959840295,Success,CUST94433,Prime Sedan,Jayanagar,Rajajinagar,4.18134794555925,19.3892448781783,0,,0,,0,,26.3816874823856,4.1,4.1,1206
2025-02-20,12:01:00,CNR1736296112,Success,CUST99401,Prime Sedan,Koramangala,Mahadevapura,2.61042847220571,14.0607435587268,0,,0,,0,,18.6018301059731,4.2,3.4,1620
2025-02-26,19:00:00,CNR8483847173,Incomplete,CUST71318,Prime Plus,Ramamurthy Nagar,Shantinagar,,,0,,0,,1,Customer Demand,,,,
2025-02-04,00:17:00,CNR8760603783,Incomplete,CUST15888,Auto,Nagavara,Yelahanka,,,0,,0,,1,Customer Demand,,,,
2025-02-12,13:05:00,CNR2491337179,Success,CUST56248,Prime SUV,KR Puram,Mahadevapura,8.57906079419949,18.1641880502802,0,,0,,0,,6.82976426327284,3.3,3.2,106
2025-02-18,06:50:00,CNR3333108210,Success,CUST12845,Mini,Domlur,Kalyan Nagar,4.92106763075113,13.2491388014565,0,,0,,0,,16.2064663507236,3.4,4.8,425
2025-02-24,19:53:00,CNR6935618612,Success,CUST94323,eBike,Richmond Town,CV Raman Nagar,5.94113302625765,10.303311685102,0,,0,,0,,24.9932941133717,4.8,3.1,496
2025-02-06,13:44:00,CNR4399963312,Success,CUST62913,Prime Sedan,Mahadevapura,Bommanahalli,6.5090811726105,8.76033257598977,0,,0,,0,,29.5500608458156,3.5,4.2,1194
2025-02-10,08:31:00,CNR8196230694,Incomplete,CUST18988,Prime SUV,Hoodi,Bagmane Tech Park,,,0,,0,,1,,,,,
2025-02-18,06:43:00,CNR4413441616,Success,CUST22340,eBike,Banashankari,Bagmane Tech Park,10.4278982988741,6.03429639844001,0,,0,,0,,8.71034321043323,3.7,3.6,354
2025-02-20,05:29:00,CNR9867711058,Success,CUST34211,Mini,Ramamurthy Nagar,Varthur,12.1938706115865,4.92026338017036,0,,0,,0,,13.5813360690767,3.9,4.9,288
2025-02-01,15:26:00,CNR7492586145,Success,CUST50277,Prime Sedan,Sarjapur,Marathahalli,9.82874837535925,17.9614086738656,0,,0,,0,,22.8210491786699,3.2,3.5,1563
2025-02-19,10:50:00,CNR9650520873,Success,CUST37741,Prime SUV,HSR Layout,Hennur,9.56583277119569,13.5409720403997,0,,0,,0,,19.9741162482274,4.9,3.7,296
2025-02-22,08:21:00,CNR8800811038,Success,CUST65640,Prime Sedan,Bannerghatta,JP Nagar,14.2932258200947,14.8464698494489,0,,0,,0,,19.7293965359294,3.3,4.6,228
2025-02-14,04:23:00,CNR2885805877,Success,CUST25513,Bike,Electronic City,Ramamurthy Nagar,13.168170357158,12.9103361776457,0,,0,,0,,14.8660761330076,3.1,4.7,271
2025-02-02,16:45:00,CNR3101163207,Success,CUST56231,Bike,Chikbanavara,Jakkur,14.0809210215047,2.39689997789256,0,,0,,0,,9.34152822731345,3.3,4.9,1177
2025-02-04,09:09:00,CNR9906307342,Success,CUST11046,Prime Plus,Whitefield,Mahadevapura,14.1128028253846,14.4604833769053,0,,0,,0,,6.2786174261986,4.9,4.4,527
2025-02-16,19:45:00,CNR1873358309,Success,CUST11993,Auto,Domlur,Hebbal,10.3233644772127,2.57654770254443,0,,0,,0,,26.9904531772436,4.4,4,366
2025-02-18,07:03:00,CNR5149309432,Success,CUST32958,Auto,Kalyan Nagar,Bommanahalli,9.76037408698306,4.79953050294033,0,,0,,0,,25.0555543058782,4.1,3.3,498
2025-02-28,11:10:00,CNR1263089442,Customer Canceled,CUST10660,Prime Plus,Marathahalli,Ulsoor,,,1,AC is not working,0,,0,,,,,
2025-02-04,14:17:00,CNR1813791668,Success,CUST60113,eBike,Bannerghatta,Marathahalli,12.012471456113,12.6433833631301,0,,0,,0,,26.6919482474289,3.1,3.5,281
2025-02-21,03:56:00,CNR6758021819,Success,CUST13698,Prime Plus,Bellandur,Whitefield,9.1709556227519,17.3429316005161,0,,0,,0,,2.11945497949264,3.4,4.3,377
2025-02-11,16:18:00,CNR5852062963,Success,CUST30599,Prime Plus,Nagavara,BTM Layout,9.28900189183025,19.549628075491,0,,0,,0,,12.9907963208268,4.1,4,155
2025-02-21,16:22:00,CNR3216957527,Success,CUST26875,Auto,Basavanagudi,Marathahalli,11.1227912812524,3.79592698444071,0,,0,,0,,29.2842266325794,4.2,4.6,114
2025-02-19,14:36:00,CNR7051042380,Success,CUST80329,Prime Sedan,Nagavara,Hennur,2.79076596791952,6.59134272054003,0,,0,,0,,3.60318227611215,4,4.7,188
2025-02-28,00:34:00,CNR4145156741,Success,CUST82384,Mini,Vijayanagar,Girinagar,12.2756195294278,14.0207186475907,0,,0,,0,,10.6565464089798,4.1,4.8,158
2025-02-25,05:23:00,CNR4965737631,Driver Canceled,CUST31624,Bike,Bommanahalli,Jakkur,,,0,,1,More than permitted people in there,0,,,,,
2025-02-24,00:16:00,CNR1420855262,Success,CUST12801,Bike,Bannerghatta,Bommanahalli,6.05720691290952,9.72621549378104,0,,0,,0,,16.0988204705705,4.2,4.8,857
2025-02-02,14:04:00,CNR1057462748,Success,CUST73424,Prime Sedan,Hebbal,Electronic City,14.4967607144457,4.9940164554425,0,,0,,0,,16.3091315152787,3.5,3.7,1348
2025-02-17,16:10:00,CNR7064123555,Driver Canceled,CUST64027,Prime Plus,Basavanagudi,Banashankari,,,0,,1,Customer was coughing/sick,0,,,,,
2025-02-14,10:16:00,CNR8135035947,Driver Canceled,CUST56537,Mini,Fraser Town,Jayanagar,,,0,,1,More than permitted people in there,0,,,,,
2025-02-22,06:04:00,CNR5107291866,Success,CUST94940,eBike,Rajajinagar,Kammanahalli,7.29738585439415,5.3800338885279,0,,0,,0,,23.1667437134,5,3.7,401
2025-02-24,02:31:00,CNR5411910461,Success,CUST85701,Prime Sedan,RT Nagar,Malleshwaram,13.5011504931093,5.50440646767196,0,,0,,0,,25.7178164984192,4.1,4.7,300
2025-02-02,04:19:00,CNR3837725904,Success,CUST61929,Prime Plus,Marathahalli,Jayanagar,13.0447924899101,11.8226967668777,0,,0,,0,,9.89227971648725,4,3.6,257
2025-02-25,23:29:00,CNR1625810865,Success,CUST28290,Bike,MG Road,MG Road,11.0847696035906,2.76004195893432,0,,0,,0,,14.500936154492,4.1,3.1,391
2025-02-17,14:17:00,CNR3387721822,Driver Canceled,CUST44495,Bike,Bannerghatta,Bagmane Tech Park,,,0,,1,Customer related issue,0,,,,,
2025-02-05,20:44:00,CNR2113982808,Success,CUST75397,Mini,Kammanahalli,Mahadevapura,3.05724300369924,17.2557795110849,0,,0,,0,,18.5527933805023,3.7,4,1998
2025-02-23,05:51:00,CNR4800885172,Success,CUST79371,Auto,Ulsoor,Marathahalli,6.32560476184331,10.1208536061986,0,,0,,0,,19.3475273911421,4.7,3.2,123
2025-02-28,17:50:00,CNR2280932526,Success,CUST97265,Auto,JP Nagar,Whitefield,2.66030702029567,8.13750678451223,0,,0,,0,,6.37232946734256,3.2,4.6,173
2025-02-11,04:15:00,CNR1187663464,Success,CUST95438,Prime Plus,RT Nagar,Bagmane Tech Park,2.31179936253515,19.3547205831966,0,,0,,0,,12.016855816045,4,3.6,477
2025-02-20,14:28:00,CNR5032906761,Incomplete,CUST29556,Mini,Malleshwaram,Fraser Town,,,0,,0,,1,,,,,
2025-02-03,16:44:00,CNR2105002381,Driver Canceled,CUST13176,eBike,KR Puram,Kalyan Nagar,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-11,00:42:00,CNR1461469170,Success,CUST79817,Auto,CV Raman Nagar,Hoodi,12.5471442519732,11.2796598784868,0,,0,,0,,7.01898577323849,3.5,3.8,235
2025-02-01,22:12:00,CNR7900207173,Success,CUST38131,Bike,Chikbanavara,Jakkur,10.1193264049513,6.60640428395813,0,,0,,0,,26.5004136607163,3.6,3.3,1527
2025-02-25,22:52:00,CNR9932502642,Success,CUST94897,Bike,HSR Layout,Mahadevapura,5.55447328451038,6.28831149449967,0,,0,,0,,4.62024912031463,3.6,4.4,496
2025-02-08,04:39:00,CNR5134685669,Success,CUST65538,Auto,Basavanagudi,Shantinagar,14.6081335237804,18.8613947606518,0,,0,,0,,14.3225871099092,3.5,3.8,1549
2025-02-16,13:09:00,CNR8400236208,Driver Canceled,CUST43767,eBike,HSR Layout,RT Nagar,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-11,07:18:00,CNR1710669923,Success,CUST44084,Auto,Nagavara,Chikbanavara,12.8552852308497,9.42045341550901,0,,0,,0,,8.51409070639462,3.1,3.8,1594
2025-02-06,04:26:00,CNR7095101347,Success,CUST45053,Prime Plus,Bommanahalli,Benson Town,14.6995782219897,12.953702944434,0,,0,,0,,11.2575894801017,4.8,4.4,570
2025-02-13,17:46:00,CNR6463980550,Success,CUST45763,Mini,Rajajinagar,HSR Layout,8.9970989589841,18.2315604354504,0,,0,,0,,16.2576021386304,3.3,4.1,422
2025-02-23,12:46:00,CNR3568140850,Success,CUST93517,Auto,Sadashivanagar,Kammanahalli,5.5728426176218,5.46974617112738,0,,0,,0,,24.0250027574288,4.3,4.3,430
2025-02-28,01:36:00,CNR6528278705,Success,CUST77970,eBike,Mahadevapura,Indiranagar,5.16145270993231,2.04745403518127,0,,0,,0,,6.69143917933735,4,3.8,286
2025-02-26,13:30:00,CNR6429349187,Driver Canceled,CUST94393,Bike,Ulsoor,HSR Layout,,,0,,1,More than permitted people in there,0,,,,,
2025-02-09,04:57:00,CNR9740532135,Success,CUST60830,Auto,Kammanahalli,Varthur,14.8598220904849,12.8902528864184,0,,0,,0,,4.46152071408771,4,3.3,942
2025-02-07,18:58:00,CNR3229030046,Success,CUST41597,Prime Plus,Ramamurthy Nagar,Koramangala,10.6789552339384,2.06566170900058,0,,0,,0,,23.7679592065669,4.5,5,1030
2025-02-12,04:25:00,CNR5919429196,Success,CUST69678,Prime Plus,Indiranagar,Bannerghatta,3.17214182197341,10.2021753527072,0,,0,,0,,13.8000138805425,4,5,744
2025-02-07,02:53:00,CNR9351317897,Success,CUST71318,Auto,Basaveshwaranagar,Banashankari,14.0203871839793,19.214495730723,0,,0,,0,,15.8367379397982,3.8,4.2,162
2025-02-28,11:24:00,CNR5635868161,Success,CUST48899,Prime Plus,Sadashivanagar,Banashankari,14.9396209724458,2.76473622317046,0,,0,,0,,11.3297422413171,4.9,4.4,406
2025-02-25,01:21:00,CNR4002031441,Driver Canceled,CUST57908,Mini,Kammanahalli,Richmond Town,,,0,,1,More than permitted people in there,0,,,,,
2025-02-12,23:28:00,CNR1936956424,Success,CUST60486,Bike,Marathahalli,Vijayanagar,6.00850931443904,13.9964810573172,0,,0,,0,,27.6913118209093,3.7,4.1,348
2025-02-26,00:52:00,CNR2957004554,Success,CUST33541,eBike,Vijayanagar,Arekere,2.8429578118879,18.8501098916469,0,,0,,0,,15.3621639266288,4.3,4.6,1489
2025-02-15,21:59:00,CNR8436316997,Success,CUST18299,Auto,Indiranagar,RT Nagar,13.4590028344215,11.6958584229582,0,,0,,0,,11.3892061972518,4.3,4.7,1027
2025-02-15,01:48:00,CNR5132661075,Success,CUST71101,Auto,HSR Layout,Hulimavu,11.9935320630804,14.2462762768197,0,,0,,0,,22.8263976312513,4.3,3.3,1422
2025-02-13,02:23:00,CNR5471904527,Success,CUST26333,eBike,Girinagar,MG Road,2.99293285592337,9.56751053134632,0,,0,,0,,22.3236138175649,5,4.1,232
2025-02-15,23:41:00,CNR4803884690,Customer Canceled,CUST31480,Prime Sedan,Sadashivanagar,Fraser Town,,,1,Wrong Address,0,,0,,,,,
2025-02-27,01:46:00,CNR4644939095,Customer Canceled,CUST71429,Auto,Fraser Town,Brookefield,,,1,AC is not working,0,,0,,,,,
2025-02-12,15:44:00,CNR8488607040,Driver Canceled,CUST87935,Prime Plus,Hoodi,Vidyaranyapura,,,0,,1,Customer related issue,0,,,,,
2025-02-26,12:11:00,CNR1691269462,Success,CUST86293,Prime Plus,Fraser Town,Malleshwaram,12.9364638333689,9.30167869015241,0,,0,,0,,22.3302527928338,4.2,3.4,481
2025-02-03,22:40:00,CNR7012433213,Success,CUST28820,Prime Plus,Indiranagar,Yelahanka,11.2354971606927,14.0310321425241,0,,0,,0,,7.88736549844371,4.4,3.5,176
2025-02-27,15:24:00,CNR7702085347,Incomplete,CUST73567,Bike,Vijayanagar,Yelahanka,,,0,,0,,1,Vehicle Breakdown,,,,
2025-02-26,23:07:00,CNR8870888726,Success,CUST22862,Prime Sedan,KR Puram,Kaggadasapura,3.74597883794467,2.90579940881373,0,,0,,0,,11.6098894875302,3,4.9,495
2025-02-08,23:14:00,CNR8541227069,Success,CUST89784,Prime Sedan,Chikbanavara,Kammanahalli,11.8074295449401,7.45431630137221,0,,0,,0,,3.99379244083807,3.4,4.7,394
2025-02-11,14:06:00,CNR3458225668,Driver Canceled,CUST34868,Prime SUV,Vidyaranyapura,Indiranagar,,,0,,1,Personal & Car related issue,0,,,,,
2025-02-28,04:29:00,CNR4094035086,Success,CUST60038,Mini,Whitefield,Rajajinagar,3.00972814600344,3.16471304370598,0,,0,,0,,28.9537435894789,4.6,3.6,486
